Datum;Grupp;Serie;Värde
2023-11-23;Andra riksbanksräntor;Referensränta;3,50
2023-11-24;Andra riksbanksräntor;Referensränta;3,50
2023-11-27;Andra riksbanksräntor;Referensränta;3,50
2023-11-28;Andra riksbanksräntor;Referensränta;3,50
2023-11-29;Andra riksbanksräntor;Referensränta;3,50
2023-11-30;Andra riksbanksräntor;Referensränta;3,50
2023-12-01;Andra riksbanksräntor;Referensränta;3,50
2023-12-04;Andra riksbanksräntor;Referensränta;3,50
2023-12-05;Andra riksbanksräntor;Referensränta;3,50
2023-12-06;Andra riksbanksräntor;Referensränta;3,50
2023-12-07;Andra riksbanksräntor;Referensränta;3,50
2023-12-08;Andra riksbanksräntor;Referensränta;3,50
2023-12-11;Andra riksbanksräntor;Referensränta;3,50
2023-12-12;Andra riksbanksräntor;Referensränta;3,50
2023-12-13;Andra riksbanksräntor;Referensränta;3,50
2023-12-14;Andra riksbanksräntor;Referensränta;3,50
2023-12-15;Andra riksbanksräntor;Referensränta;3,50
2023-12-18;Andra riksbanksräntor;Referensränta;3,50
2023-12-19;Andra riksbanksräntor;Referensränta;3,50
2023-12-20;Andra riksbanksräntor;Referensränta;3,50
2023-12-21;Andra riksbanksräntor;Referensränta;3,50
2023-12-22;Andra riksbanksräntor;Referensränta;3,50
2023-12-27;Andra riksbanksräntor;Referensränta;3,50
2023-12-28;Andra riksbanksräntor;Referensränta;3,50
2023-12-29;Andra riksbanksräntor;Referensränta;3,50
2024-01-02;Andra riksbanksräntor;Referensränta;4,00
2024-01-03;Andra riksbanksräntor;Referensränta;4,00
2024-01-04;Andra riksbanksräntor;Referensränta;4,00
2024-01-05;Andra riksbanksräntor;Referensränta;4,00
2024-01-08;Andra riksbanksräntor;Referensränta;4,00
2024-01-09;Andra riksbanksräntor;Referensränta;4,00
2024-01-10;Andra riksbanksräntor;Referensränta;4,00
2024-01-11;Andra riksbanksräntor;Referensränta;4,00
2024-01-12;Andra riksbanksräntor;Referensränta;4,00
2024-01-15;Andra riksbanksräntor;Referensränta;4,00
2024-01-16;Andra riksbanksräntor;Referensränta;4,00
2024-01-17;Andra riksbanksräntor;Referensränta;4,00
2024-01-18;Andra riksbanksräntor;Referensränta;4,00
2024-01-19;Andra riksbanksräntor;Referensränta;4,00
2024-01-22;Andra riksbanksräntor;Referensränta;4,00
2024-01-23;Andra riksbanksräntor;Referensränta;4,00
2024-01-24;Andra riksbanksräntor;Referensränta;4,00
2024-01-25;Andra riksbanksräntor;Referensränta;4,00
2024-01-26;Andra riksbanksräntor;Referensränta;4,00
2024-01-29;Andra riksbanksräntor;Referensränta;4,00
2024-01-30;Andra riksbanksräntor;Referensränta;4,00
2024-01-31;Andra riksbanksräntor;Referensränta;4,00
2024-02-01;Andra riksbanksräntor;Referensränta;4,00
2024-02-02;Andra riksbanksräntor;Referensränta;4,00
2024-02-05;Andra riksbanksräntor;Referensränta;4,00
2024-02-06;Andra riksbanksräntor;Referensränta;4,00
2024-02-07;Andra riksbanksräntor;Referensränta;4,00
2024-02-08;Andra riksbanksräntor;Referensränta;4,00
2024-02-09;Andra riksbanksräntor;Referensränta;4,00
2024-02-12;Andra riksbanksräntor;Referensränta;4,00
2024-02-13;Andra riksbanksräntor;Referensränta;4,00
2024-02-14;Andra riksbanksräntor;Referensränta;4,00
2024-02-15;Andra riksbanksräntor;Referensränta;4,00
2024-02-16;Andra riksbanksräntor;Referensränta;4,00
2024-02-19;Andra riksbanksräntor;Referensränta;4,00
2024-02-20;Andra riksbanksräntor;Referensränta;4,00
2024-02-21;Andra riksbanksräntor;Referensränta;4,00
2024-02-22;Andra riksbanksräntor;Referensränta;4,00
2024-02-23;Andra riksbanksräntor;Referensränta;4,00
2024-02-26;Andra riksbanksräntor;Referensränta;4,00
2024-02-27;Andra riksbanksräntor;Referensränta;4,00
2024-02-28;Andra riksbanksräntor;Referensränta;4,00
2024-02-29;Andra riksbanksräntor;Referensränta;4,00
2024-03-01;Andra riksbanksräntor;Referensränta;4,00
2024-03-04;Andra riksbanksräntor;Referensränta;4,00
2024-03-05;Andra riksbanksräntor;Referensränta;4,00
2024-03-06;Andra riksbanksräntor;Referensränta;4,00
2024-03-07;Andra riksbanksräntor;Referensränta;4,00
2024-03-08;Andra riksbanksräntor;Referensränta;4,00
2024-03-11;Andra riksbanksräntor;Referensränta;4,00
2024-03-12;Andra riksbanksräntor;Referensränta;4,00
2024-03-13;Andra riksbanksräntor;Referensränta;4,00
2024-03-14;Andra riksbanksräntor;Referensränta;4,00
2024-03-15;Andra riksbanksräntor;Referensränta;4,00
2024-03-18;Andra riksbanksräntor;Referensränta;4,00
2024-03-19;Andra riksbanksräntor;Referensränta;4,00
2024-03-20;Andra riksbanksräntor;Referensränta;4,00
2024-03-21;Andra riksbanksräntor;Referensränta;4,00
2024-03-22;Andra riksbanksräntor;Referensränta;4,00
2024-03-25;Andra riksbanksräntor;Referensränta;4,00
2024-03-26;Andra riksbanksräntor;Referensränta;4,00
2024-03-27;Andra riksbanksräntor;Referensränta;4,00
2024-03-28;Andra riksbanksräntor;Referensränta;4,00
2024-04-02;Andra riksbanksräntor;Referensränta;4,00
2024-04-03;Andra riksbanksräntor;Referensränta;4,00
2024-04-04;Andra riksbanksräntor;Referensränta;4,00
2024-04-05;Andra riksbanksräntor;Referensränta;4,00
2024-04-08;Andra riksbanksräntor;Referensränta;4,00
2024-04-09;Andra riksbanksräntor;Referensränta;4,00
2024-04-10;Andra riksbanksräntor;Referensränta;4,00
2024-04-11;Andra riksbanksräntor;Referensränta;4,00
2024-04-12;Andra riksbanksräntor;Referensränta;4,00
2024-04-15;Andra riksbanksräntor;Referensränta;4,00
2024-04-16;Andra riksbanksräntor;Referensränta;4,00
2024-04-17;Andra riksbanksräntor;Referensränta;4,00
2024-04-18;Andra riksbanksräntor;Referensränta;4,00
2024-04-19;Andra riksbanksräntor;Referensränta;4,00
2024-04-22;Andra riksbanksräntor;Referensränta;4,00
2024-04-23;Andra riksbanksräntor;Referensränta;4,00
2024-04-24;Andra riksbanksräntor;Referensränta;4,00
2024-04-25;Andra riksbanksräntor;Referensränta;4,00
2024-04-26;Andra riksbanksräntor;Referensränta;4,00
2024-04-29;Andra riksbanksräntor;Referensränta;4,00
2024-04-30;Andra riksbanksräntor;Referensränta;4,00
2024-05-02;Andra riksbanksräntor;Referensränta;4,00
2024-05-03;Andra riksbanksräntor;Referensränta;4,00
2024-05-06;Andra riksbanksräntor;Referensränta;4,00
2024-05-07;Andra riksbanksräntor;Referensränta;4,00
2024-05-08;Andra riksbanksräntor;Referensränta;4,00
2024-05-10;Andra riksbanksräntor;Referensränta;4,00
2024-05-13;Andra riksbanksräntor;Referensränta;4,00
2024-05-14;Andra riksbanksräntor;Referensränta;4,00
2024-05-15;Andra riksbanksräntor;Referensränta;4,00
2024-05-16;Andra riksbanksräntor;Referensränta;4,00
2024-05-17;Andra riksbanksräntor;Referensränta;4,00
2024-05-20;Andra riksbanksräntor;Referensränta;4,00
2024-05-21;Andra riksbanksräntor;Referensränta;4,00
2024-05-22;Andra riksbanksräntor;Referensränta;4,00
2024-05-23;Andra riksbanksräntor;Referensränta;4,00
2024-05-24;Andra riksbanksräntor;Referensränta;4,00
2024-05-27;Andra riksbanksräntor;Referensränta;4,00
2024-05-28;Andra riksbanksräntor;Referensränta;4,00
2024-05-29;Andra riksbanksräntor;Referensränta;4,00
2024-05-30;Andra riksbanksräntor;Referensränta;4,00
2024-05-31;Andra riksbanksräntor;Referensränta;4,00
2024-06-03;Andra riksbanksräntor;Referensränta;4,00
2024-06-04;Andra riksbanksräntor;Referensränta;4,00
2024-06-05;Andra riksbanksräntor;Referensränta;4,00
2024-06-07;Andra riksbanksräntor;Referensränta;4,00
2024-06-10;Andra riksbanksräntor;Referensränta;4,00
2024-06-11;Andra riksbanksräntor;Referensränta;4,00
2024-06-12;Andra riksbanksräntor;Referensränta;4,00
2024-06-13;Andra riksbanksräntor;Referensränta;4,00
2024-06-14;Andra riksbanksräntor;Referensränta;4,00
2024-06-17;Andra riksbanksräntor;Referensränta;4,00
2024-06-18;Andra riksbanksräntor;Referensränta;4,00
2024-06-19;Andra riksbanksräntor;Referensränta;4,00
2024-06-20;Andra riksbanksräntor;Referensränta;4,00
2024-06-24;Andra riksbanksräntor;Referensränta;4,00
2024-06-25;Andra riksbanksräntor;Referensränta;4,00
2024-06-26;Andra riksbanksräntor;Referensränta;4,00
2024-06-27;Andra riksbanksräntor;Referensränta;4,00
2024-06-28;Andra riksbanksräntor;Referensränta;4,00
2024-07-01;Andra riksbanksräntor;Referensränta;4,00
2024-07-02;Andra riksbanksräntor;Referensränta;4,00
2024-07-03;Andra riksbanksräntor;Referensränta;4,00
2024-07-04;Andra riksbanksräntor;Referensränta;4,00
2024-07-05;Andra riksbanksräntor;Referensränta;4,00
2024-07-08;Andra riksbanksräntor;Referensränta;4,00
2024-07-09;Andra riksbanksräntor;Referensränta;4,00
2024-07-10;Andra riksbanksräntor;Referensränta;4,00
2024-07-11;Andra riksbanksräntor;Referensränta;4,00
2024-07-12;Andra riksbanksräntor;Referensränta;4,00
2024-07-15;Andra riksbanksräntor;Referensränta;4,00
2024-07-16;Andra riksbanksräntor;Referensränta;4,00
2024-07-17;Andra riksbanksräntor;Referensränta;4,00
2024-07-18;Andra riksbanksräntor;Referensränta;4,00
2024-07-19;Andra riksbanksräntor;Referensränta;4,00
2024-07-22;Andra riksbanksräntor;Referensränta;4,00
2024-07-23;Andra riksbanksräntor;Referensränta;4,00
2024-07-24;Andra riksbanksräntor;Referensränta;4,00
2024-07-25;Andra riksbanksräntor;Referensränta;4,00
2024-07-26;Andra riksbanksräntor;Referensränta;4,00
2024-07-29;Andra riksbanksräntor;Referensränta;4,00
2024-07-30;Andra riksbanksräntor;Referensränta;4,00
2024-07-31;Andra riksbanksräntor;Referensränta;4,00
2024-08-01;Andra riksbanksräntor;Referensränta;4,00
2024-08-02;Andra riksbanksräntor;Referensränta;4,00
2024-08-05;Andra riksbanksräntor;Referensränta;4,00
2024-08-06;Andra riksbanksräntor;Referensränta;4,00
2024-08-07;Andra riksbanksräntor;Referensränta;4,00
2024-08-08;Andra riksbanksräntor;Referensränta;4,00
2024-08-09;Andra riksbanksräntor;Referensränta;4,00
2024-08-12;Andra riksbanksräntor;Referensränta;4,00
2024-08-13;Andra riksbanksräntor;Referensränta;4,00
2024-08-14;Andra riksbanksräntor;Referensränta;4,00
2024-08-15;Andra riksbanksräntor;Referensränta;4,00
2024-08-16;Andra riksbanksräntor;Referensränta;4,00
2024-08-19;Andra riksbanksräntor;Referensränta;4,00
2024-08-20;Andra riksbanksräntor;Referensränta;4,00
2024-08-21;Andra riksbanksräntor;Referensränta;4,00
2024-08-22;Andra riksbanksräntor;Referensränta;4,00
2024-08-23;Andra riksbanksräntor;Referensränta;4,00
2024-08-26;Andra riksbanksräntor;Referensränta;4,00
2024-08-27;Andra riksbanksräntor;Referensränta;4,00
2024-08-28;Andra riksbanksräntor;Referensränta;4,00
2024-08-29;Andra riksbanksräntor;Referensränta;4,00
2024-08-30;Andra riksbanksräntor;Referensränta;4,00
2024-09-02;Andra riksbanksräntor;Referensränta;4,00
2024-09-03;Andra riksbanksräntor;Referensränta;4,00
2024-09-04;Andra riksbanksräntor;Referensränta;4,00
2024-09-05;Andra riksbanksräntor;Referensränta;4,00
2024-09-06;Andra riksbanksräntor;Referensränta;4,00
2024-09-09;Andra riksbanksräntor;Referensränta;4,00
2024-09-10;Andra riksbanksräntor;Referensränta;4,00
2024-09-11;Andra riksbanksräntor;Referensränta;4,00
2024-09-12;Andra riksbanksräntor;Referensränta;4,00
2024-09-13;Andra riksbanksräntor;Referensränta;4,00
2024-09-16;Andra riksbanksräntor;Referensränta;4,00
2024-09-17;Andra riksbanksräntor;Referensränta;4,00
2024-09-18;Andra riksbanksräntor;Referensränta;4,00
2024-09-19;Andra riksbanksräntor;Referensränta;4,00
2024-09-20;Andra riksbanksräntor;Referensränta;4,00
2024-09-23;Andra riksbanksräntor;Referensränta;4,00
2024-09-24;Andra riksbanksräntor;Referensränta;4,00
2024-09-25;Andra riksbanksräntor;Referensränta;4,00
2024-09-26;Andra riksbanksräntor;Referensränta;4,00
2024-09-27;Andra riksbanksräntor;Referensränta;4,00
2024-09-30;Andra riksbanksräntor;Referensränta;4,00
2024-10-01;Andra riksbanksräntor;Referensränta;4,00
2024-10-02;Andra riksbanksräntor;Referensränta;4,00
2024-10-03;Andra riksbanksräntor;Referensränta;4,00
2024-10-04;Andra riksbanksräntor;Referensränta;4,00
2024-10-07;Andra riksbanksräntor;Referensränta;4,00
2024-10-08;Andra riksbanksräntor;Referensränta;4,00
2024-10-09;Andra riksbanksräntor;Referensränta;4,00
2024-10-10;Andra riksbanksräntor;Referensränta;4,00
2024-10-11;Andra riksbanksräntor;Referensränta;4,00
2024-10-14;Andra riksbanksräntor;Referensränta;4,00
2024-10-15;Andra riksbanksräntor;Referensränta;4,00
2024-10-16;Andra riksbanksräntor;Referensränta;4,00
2024-10-17;Andra riksbanksräntor;Referensränta;4,00
2024-10-18;Andra riksbanksräntor;Referensränta;4,00
2024-10-21;Andra riksbanksräntor;Referensränta;4,00
2024-10-22;Andra riksbanksräntor;Referensränta;4,00
2024-10-23;Andra riksbanksräntor;Referensränta;4,00
2024-10-24;Andra riksbanksräntor;Referensränta;4,00
2024-10-25;Andra riksbanksräntor;Referensränta;4,00
2024-10-28;Andra riksbanksräntor;Referensränta;4,00
2024-10-29;Andra riksbanksräntor;Referensränta;4,00
2024-10-30;Andra riksbanksräntor;Referensränta;4,00
2024-10-31;Andra riksbanksräntor;Referensränta;4,00
2024-11-01;Andra riksbanksräntor;Referensränta;4,00
2024-11-04;Andra riksbanksräntor;Referensränta;4,00
2024-11-05;Andra riksbanksräntor;Referensränta;4,00
2024-11-06;Andra riksbanksräntor;Referensränta;4,00
2024-11-07;Andra riksbanksräntor;Referensränta;4,00
2024-11-08;Andra riksbanksräntor;Referensränta;4,00
2024-11-11;Andra riksbanksräntor;Referensränta;4,00
2024-11-12;Andra riksbanksräntor;Referensränta;4,00
2024-11-13;Andra riksbanksräntor;Referensränta;4,00
2024-11-14;Andra riksbanksräntor;Referensränta;4,00
2024-11-15;Andra riksbanksräntor;Referensränta;4,00
2024-11-18;Andra riksbanksräntor;Referensränta;4,00
2024-11-19;Andra riksbanksräntor;Referensränta;4,00
2024-11-20;Andra riksbanksräntor;Referensränta;4,00
2024-11-21;Andra riksbanksräntor;Referensränta;4,00
2024-11-22;Andra riksbanksräntor;Referensränta;4,00
2024-11-25;Andra riksbanksräntor;Referensränta;4,00
2024-11-26;Andra riksbanksräntor;Referensränta;4,00
2024-11-27;Andra riksbanksräntor;Referensränta;4,00
2024-11-28;Andra riksbanksräntor;Referensränta;4,00
2024-11-29;Andra riksbanksräntor;Referensränta;4,00
2024-12-02;Andra riksbanksräntor;Referensränta;4,00
2024-12-03;Andra riksbanksräntor;Referensränta;4,00
2024-12-04;Andra riksbanksräntor;Referensränta;4,00
2024-12-05;Andra riksbanksräntor;Referensränta;4,00
2024-12-06;Andra riksbanksräntor;Referensränta;4,00
2024-12-09;Andra riksbanksräntor;Referensränta;4,00
2024-12-10;Andra riksbanksräntor;Referensränta;4,00
2024-12-11;Andra riksbanksräntor;Referensränta;4,00
2024-12-12;Andra riksbanksräntor;Referensränta;4,00
2024-12-13;Andra riksbanksräntor;Referensränta;4,00
2024-12-16;Andra riksbanksräntor;Referensränta;4,00
2024-12-17;Andra riksbanksräntor;Referensränta;4,00
2024-12-18;Andra riksbanksräntor;Referensränta;4,00
2024-12-19;Andra riksbanksräntor;Referensränta;4,00
2024-12-20;Andra riksbanksräntor;Referensränta;4,00
2024-12-23;Andra riksbanksräntor;Referensränta;4,00
2024-12-27;Andra riksbanksräntor;Referensränta;4,00
2024-12-30;Andra riksbanksräntor;Referensränta;4,00
2025-01-02;Andra riksbanksräntor;Referensränta;3,00
2025-01-03;Andra riksbanksräntor;Referensränta;3,00
2025-01-07;Andra riksbanksräntor;Referensränta;3,00
2025-01-08;Andra riksbanksräntor;Referensränta;3,00
2025-01-09;Andra riksbanksräntor;Referensränta;3,00
2025-01-10;Andra riksbanksräntor;Referensränta;3,00
2025-01-13;Andra riksbanksräntor;Referensränta;3,00
2025-01-14;Andra riksbanksräntor;Referensränta;3,00
2025-01-15;Andra riksbanksräntor;Referensränta;3,00
2025-01-16;Andra riksbanksräntor;Referensränta;3,00
2025-01-17;Andra riksbanksräntor;Referensränta;3,00
2025-01-20;Andra riksbanksräntor;Referensränta;3,00
2025-01-21;Andra riksbanksräntor;Referensränta;3,00
2025-01-22;Andra riksbanksräntor;Referensränta;3,00
2025-01-23;Andra riksbanksräntor;Referensränta;3,00
2025-01-24;Andra riksbanksräntor;Referensränta;3,00
2025-01-27;Andra riksbanksräntor;Referensränta;3,00
2025-01-28;Andra riksbanksräntor;Referensränta;3,00
2025-01-29;Andra riksbanksräntor;Referensränta;3,00
2025-01-30;Andra riksbanksräntor;Referensränta;3,00
2025-01-31;Andra riksbanksräntor;Referensränta;3,00
2025-02-03;Andra riksbanksräntor;Referensränta;3,00
2025-02-04;Andra riksbanksräntor;Referensränta;3,00
2025-02-05;Andra riksbanksräntor;Referensränta;3,00
2025-02-06;Andra riksbanksräntor;Referensränta;3,00
2025-02-07;Andra riksbanksräntor;Referensränta;3,00
2025-02-10;Andra riksbanksräntor;Referensränta;3,00
2025-02-11;Andra riksbanksräntor;Referensränta;3,00
2025-02-12;Andra riksbanksräntor;Referensränta;3,00
2025-02-13;Andra riksbanksräntor;Referensränta;3,00
2025-02-14;Andra riksbanksräntor;Referensränta;3,00
2025-02-17;Andra riksbanksräntor;Referensränta;3,00
2025-02-18;Andra riksbanksräntor;Referensränta;3,00
2025-02-19;Andra riksbanksräntor;Referensränta;3,00
2025-02-20;Andra riksbanksräntor;Referensränta;3,00
2025-02-21;Andra riksbanksräntor;Referensränta;3,00
2025-02-24;Andra riksbanksräntor;Referensränta;3,00
2025-02-25;Andra riksbanksräntor;Referensränta;3,00
2025-02-26;Andra riksbanksräntor;Referensränta;3,00
2025-02-27;Andra riksbanksräntor;Referensränta;3,00
2025-02-28;Andra riksbanksräntor;Referensränta;3,00
2025-03-03;Andra riksbanksräntor;Referensränta;3,00
2025-03-04;Andra riksbanksräntor;Referensränta;3,00
2025-03-05;Andra riksbanksräntor;Referensränta;3,00
2025-03-06;Andra riksbanksräntor;Referensränta;3,00
2025-03-07;Andra riksbanksräntor;Referensränta;3,00
2025-03-10;Andra riksbanksräntor;Referensränta;3,00
2025-03-11;Andra riksbanksräntor;Referensränta;3,00
2025-03-12;Andra riksbanksräntor;Referensränta;3,00
2025-03-13;Andra riksbanksräntor;Referensränta;3,00
2025-03-14;Andra riksbanksräntor;Referensränta;3,00
2025-03-17;Andra riksbanksräntor;Referensränta;3,00
2025-03-18;Andra riksbanksräntor;Referensränta;3,00
2025-03-19;Andra riksbanksräntor;Referensränta;3,00
2025-03-20;Andra riksbanksräntor;Referensränta;3,00
2025-03-21;Andra riksbanksräntor;Referensränta;3,00
2025-03-24;Andra riksbanksräntor;Referensränta;3,00
2025-03-25;Andra riksbanksräntor;Referensränta;3,00
2025-03-26;Andra riksbanksräntor;Referensränta;3,00
2025-03-27;Andra riksbanksräntor;Referensränta;3,00
2025-03-28;Andra riksbanksräntor;Referensränta;3,00
2025-03-31;Andra riksbanksräntor;Referensränta;3,00
2025-04-01;Andra riksbanksräntor;Referensränta;3,00
2025-04-02;Andra riksbanksräntor;Referensränta;3,00
2025-04-03;Andra riksbanksräntor;Referensränta;3,00
2025-04-04;Andra riksbanksräntor;Referensränta;3,00
2025-04-07;Andra riksbanksräntor;Referensränta;3,00
2025-04-08;Andra riksbanksräntor;Referensränta;3,00
2025-04-09;Andra riksbanksräntor;Referensränta;3,00
2025-04-10;Andra riksbanksräntor;Referensränta;3,00
2025-04-11;Andra riksbanksräntor;Referensränta;3,00
2025-04-14;Andra riksbanksräntor;Referensränta;3,00
2025-04-15;Andra riksbanksräntor;Referensränta;3,00
2025-04-16;Andra riksbanksräntor;Referensränta;3,00
2025-04-17;Andra riksbanksräntor;Referensränta;3,00
2025-04-22;Andra riksbanksräntor;Referensränta;3,00
2025-04-23;Andra riksbanksräntor;Referensränta;3,00
2025-04-24;Andra riksbanksräntor;Referensränta;3,00
